dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1636293600,2021-11-07 14:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,279.93,10000,274.65,277.73,277.43,281.11,1023,,,69,3.09,220,,,,,,1,800,Clear,sky is clear,01d
1636297200,2021-11-07 15:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,283.02,10000,275.86,281.45,280.48,284.11,1023,,,61,3.09,240,,,,,,1,800,Clear,sky is clear,01d
1636300800,2021-11-07 16:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,286.04,10000,276.43,284.74,283.82,287.11,1023,,,52,3.09,220,,,,,,1,800,Clear,sky is clear,01d
1636304400,2021-11-07 17:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,287.68,,278.22,286.57,286.59,288.08,1023,,,53,2.68,211,4.02,,,,,72,803,Clouds,broken clouds,04d
1636308000,2021-11-07 18:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,289.1,10000,279.26,288.11,288.26,290.12,1022,,,52,3.09,220,,,,,,1,800,Clear,sky is clear,01d
1636311600,2021-11-07 19:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,289.92,10000,279.74,288.98,288.83,291.11,1021,,,51,3.6,220,,,,,,1,800,Clear,sky is clear,01d
1636315200,2021-11-07 20:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,290.26,10000,280.05,289.36,289.3,291.11,1021,,,51,3.6,210,,,,,,1,800,Clear,sky is clear,01d
1636318800,2021-11-07 21:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,290.18,10000,279.69,289.24,289.1,291.11,1021,,,50,2.57,200,,,,,,1,800,Clear,sky is clear,01d
1636322400,2021-11-07 22:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,288.16,,279.2,287.15,287.92,289.08,1022,,,55,0.89,211,3.13,,,,,3,800,Clear,sky is clear,01d
1636326000,2021-11-07 23:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,285.72,,279.1,284.7,282.96,287.07,1021,,,64,0.45,172,1.79,,,,,69,803,Clouds,broken clouds,04n
1636329600,2021-11-08 00:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,283.57,10000,277.92,282.44,280.15,286.11,1022,,,68,2.57,190,,,,,,1,800,Clear,sky is clear,01n
1636333200,2021-11-08 01:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,282.62,,277.43,282.62,280.96,284.37,1021,,,70,0.45,144,0.89,,,,,80,803,Clouds,broken clouds,04n
1636336800,2021-11-08 02:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,282.71,10000,276.46,281.4,280.85,284.11,1021,,,65,2.57,180,,,,,,1,800,Clear,sky is clear,01n
1636340400,2021-11-08 03:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,281.94,,276.16,281.94,279.57,283.82,1021,,,67,0.89,175,1.79,,,,,0,800,Clear,sky is clear,01n
1636344000,2021-11-08 04:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,281.17,,275.84,281.17,279.94,283.26,1021,,,69,0.89,182,2.68,,,,,0,800,Clear,sky is clear,01n
1636347600,2021-11-08 05:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,281.39,10000,275.63,279.84,278.83,283.11,1021,,,67,2.57,200,,,,,,1,800,Clear,sky is clear,01n
1636351200,2021-11-08 06:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,280.93,10000,275.61,279.7,277.92,282.11,1021,,,69,2.06,200,,,,,,1,800,Clear,sky is clear,01n
1636354800,2021-11-08 07:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,280.13,,275.63,280.13,278.83,281.08,1021,,,73,0.89,198,1.79,,,,,0,800,Clear,sky is clear,01n
1636358400,2021-11-08 08:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,280.06,,275.75,280.06,278.83,281.01,1021,,,74,0.45,212,2.24,,,,,0,800,Clear,sky is clear,01n
1636362000,2021-11-08 09:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,280.22,,275.91,280.22,277.96,281.01,1021,,,74,0.45,147,2.24,,,,,0,800,Clear,sky is clear,01n
1636365600,2021-11-08 10:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,280.28,,275.96,280.28,279.01,281.42,1021,,,74,0.45,179,1.34,,,,,0,800,Clear,sky is clear,01n
1636369200,2021-11-08 11:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,280.22,10000,275.72,278.08,277.37,281.11,1022,,,73,3.09,200,,,,,,1,800,Clear,sky is clear,01n
1636372800,2021-11-08 12:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,280.26,10000,275.75,278.13,276.83,282.12,1022,,,73,3.09,210,,,,,,1,800,Clear,sky is clear,01n
1636376400,2021-11-08 13:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,280.88,10000,276.16,278.58,278.48,282.12,1022,,,72,3.6,210,,,,,,1,800,Clear,sky is clear,01d
1636380000,2021-11-08 14:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,283.44,,277.8,282.3,281.52,284.34,1022,,,68,2.68,217,4.92,,,,,0,800,Clear,sky is clear,01d
1636383600,2021-11-08 15:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,286.36,10000,278.77,285.3,283.96,287.11,1022,,,60,6.69,240,11.32,,,,,1,800,Clear,sky is clear,01d
1636387200,2021-11-08 16:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,288.17,,279.21,287.16,286.83,289.66,1022,,,55,4.47,221,8.05,,,,,0,800,Clear,sky is clear,01d
1636390800,2021-11-08 17:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,290.12,10000,278.12,289.05,289.66,291.11,1022,,,45,6.17,200,,,,,,1,800,Clear,sky is clear,01d
1636394400,2021-11-08 18:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,291.45,10000,278.33,290.43,290.49,292.11,1021,,,42,6.17,240,9.77,,,,,1,800,Clear,sky is clear,01d
1636398000,2021-11-08 19:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,292.03,10000,279.19,291.1,291.05,293.11,1020,,,43,4.12,210,8.75,,,,,1,800,Clear,sky is clear,01d
1636401600,2021-11-08 20:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,292.13,10000,278.94,291.18,291.4,293.11,1020,,,42,4.12,230,,,,,,1,800,Clear,sky is clear,01d
1636405200,2021-11-08 21:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,291.55,,279.74,290.65,290.77,292.43,1020,,,46,4.02,208,6.71,,,,,90,804,Clouds,overcast clouds,04d
1636408800,2021-11-08 22:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,291.1,10000,278.02,290.05,289.59,292.11,1021,,,42,3.09,210,,,,,,1,800,Clear,sky is clear,01d
1636412400,2021-11-08 23:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,287.64,,279.23,286.63,285.96,289.07,1019,,,57,3.75,199,,,,,,88,804,Clouds,overcast clouds,04n
1636416000,2021-11-09 00:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,286.05,,278.95,285.01,284.6,287.53,1020,,,62,0.45,175,1.79,,,,,75,803,Clouds,broken clouds,04n
1636419600,2021-11-09 01:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,285.34,10000,278.51,284.26,282.9,287.11,1021,,,63,1.54,190,,,,,,1,800,Clear,sky is clear,01n
1636423200,2021-11-09 02:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,284.31,10000,278.2,283.2,282.43,286.11,1021,,,66,2.06,200,,,,,,1,800,Clear,sky is clear,01n
1636426800,2021-11-09 03:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,283.7,10000,278.05,282.59,281.05,286.11,1021,,,68,3.09,190,,,,,,1,800,Clear,sky is clear,01n
1636430400,2021-11-09 04:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,284.36,10000,278.25,283.26,281.96,286.11,1021,,,66,2.57,220,,,,,,1,800,Clear,sky is clear,01n
1636434000,2021-11-09 05:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,283.78,10000,278.13,282.67,281.23,285.11,1021,,,68,3.09,220,,,,,,1,800,Clear,sky is clear,01n
1636437600,2021-11-09 06:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,283.56,10000,277.92,282.43,280.86,285.45,1021,,,68,2.06,230,,,,,,1,800,Clear,sky is clear,01n
1636441200,2021-11-09 07:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,283.37,10000,277.73,282.22,279.05,284.9,1021,,,68,2.06,220,,,,,,1,800,Clear,sky is clear,01n
1636444800,2021-11-09 08:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,283.2,10000,277.99,282.09,279.96,285.11,1021,,,70,3.09,210,,,,,,1,800,Clear,sky is clear,01n
1636448400,2021-11-09 09:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,282.44,10000,277.66,281.95,280.21,284.11,1021,,,72,1.54,200,,,,,,1,800,Clear,sky is clear,01n
1636452000,2021-11-09 10:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,281.84,10000,277.28,280.76,280.21,283.11,1020,,,73,2.06,200,,,,,,1,800,Clear,sky is clear,01n
1636455600,2021-11-09 11:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,281.19,10000,277.22,279.6,279.19,282.11,1021,,,76,2.57,200,,,,,,1,800,Clear,sky is clear,01n
1636459200,2021-11-09 12:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,280.9,10000,277.31,278.9,278.83,282.11,1020,,,78,3.09,200,,,,,,1,800,Clear,sky is clear,01n
1636462800,2021-11-09 13:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,280.85,,277.62,280.85,278.96,282.03,1020,,,80,0.89,236,1.34,,,,,100,804,Clouds,overcast clouds,04d
1636466400,2021-11-09 14:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,282.93,,278.91,282.72,280.96,283.79,1020,,,76,1.34,188,2.68,,,,,100,804,Clouds,overcast clouds,04d
1636470000,2021-11-09 15:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,285.18,10000,279.88,284.27,283.46,286.11,1020,,,70,3.09,210,,,,,,1,800,Clear,sky is clear,01d
1636473600,2021-11-09 16:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,286.26,10000,280.49,285.4,284.67,287.11,1020,,,68,5.14,220,,,,,,1,800,Clear,sky is clear,01d
1636477200,2021-11-09 17:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,287.25,10000,280.78,286.41,285.96,288.55,1019,,,65,3.09,220,,,,,,1,800,Clear,sky is clear,01d
1636480800,2021-11-09 18:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,288.25,10000,281.27,287.46,287.34,289.3,1018,,,63,4.12,190,,,,,,1,800,Clear,sky is clear,01d
1636484400,2021-11-09 19:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,288.69,,281.92,287.97,286.96,289.37,1017,,,64,2.24,246,4.47,,,,,100,804,Clouds,overcast clouds,04d
1636488000,2021-11-09 20:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,288.63,,282.09,287.93,287.92,289.37,1016,,,65,2.68,207,4.47,,,,,100,804,Clouds,overcast clouds,04d
1636491600,2021-11-09 21:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,288.18,,282.11,287.49,286.96,289.1,1017,,,67,2.24,233,4.02,,,,,100,804,Clouds,overcast clouds,04d
1636495200,2021-11-09 22:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,287.89,10000,281.83,287.17,286.96,289.11,1018,,,67,2.06,230,,,,,,90,804,Clouds,overcast clouds,04d
1636498800,2021-11-09 23:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,286.87,,282.12,286.2,285.41,287.43,1018,,,73,0.45,250,1.34,,,,,100,804,Clouds,overcast clouds,04n
1636502400,2021-11-10 00:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,286.29,10000,281.77,285.59,284.86,287.43,1019,,,74,1.54,340,,,,,,90,804,Clouds,overcast clouds,04n
1636506000,2021-11-10 01:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,285.33,10000,281.61,284.64,282.94,286.32,1019,,,78,0,0,,,,,,20,801,Clouds,few clouds,02n
1636509600,2021-11-10 02:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,283.86,10000,280.92,283.13,282.38,284.93,1019,,,82,0,0,,0.13,,,,20,500,Rain,light rain,10n
1636513200,2021-11-10 03:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,282.6,10000,280.38,282.6,281.08,284.11,1019,,,86,0,0,,,,,,20,801,Clouds,few clouds,02n
1636516800,2021-11-10 04:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,282.1,10000,280.22,281.38,280.85,283.11,1019,,,88,1.71,329,,,,,,1,800,Clear,sky is clear,01n
1636520400,2021-11-10 05:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,281.24,10000,279.38,280.58,279.05,282.15,1020,,,88,1.54,340,,,,,,1,800,Clear,sky is clear,01n
1636524000,2021-11-10 06:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,280.23,8047,278.7,279.42,279.38,281.11,1020,,,90,1.54,310,,,,,,1,721,Haze,haze,50n
1636527600,2021-11-10 07:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,280.2,4828,278.99,279.39,279.08,281.32,1020,,,92,1.54,360,,,,,,1,701,Mist,mist,50n
1636531200,2021-11-10 08:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,279.79,2414,278.43,279.79,278.8,280.77,1020,,,91,0,0,,,,,,1,721,Haze,haze,50n
1636534800,2021-11-10 09:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,279.34,,278.45,279.34,278.56,280.21,1019,,,94,0.89,78,1.34,,,,,0,800,Clear,sky is clear,01n
1636538400,2021-11-10 10:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,279.13,3219,277.93,277.6,277.96,279.91,1020,,,92,2.06,110,,,,,,1,701,Mist,mist,50n
1636542000,2021-11-10 11:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,279.4,4828,278.35,277.48,277.51,280.11,1020,,,93,2.57,110,,,,,,1,701,Mist,mist,50n
1636545600,2021-11-10 12:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,278.91,2816,277.56,278.91,277.96,279.9,1021,,,91,0,0,,,,,,1,721,Haze,haze,50n
1636549200,2021-11-10 13:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,278.91,1609,277.87,277.34,277.96,279.9,1021,,,93,2.06,100,,,,,,1,701,Mist,mist,50d
1636552800,2021-11-10 14:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,280.8,3219,279.58,278.48,278.96,282.12,1021,,,92,3.6,100,,,,,,1,701,Mist,mist,50d
1636556400,2021-11-10 15:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,283.53,6437,281.8,282.95,281.96,284.59,1021,,,89,4.12,110,,,,,,1,721,Haze,haze,50d
1636560000,2021-11-10 16:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,286.84,9656,282.89,286.28,284.74,287.67,1020,,,77,5.14,100,,,,,,1,721,Haze,haze,50d
1636563600,2021-11-10 17:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,288.64,9656,283.2,288.07,285.85,290.21,1019,,,70,4.63,130,,,,,,1,721,Haze,haze,50d
1636567200,2021-11-10 18:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,290.05,10000,283.44,289.49,287.08,291.32,1018,,,65,4.12,140,,,,,,1,800,Clear,sky is clear,01d
1636570800,2021-11-10 19:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,290.44,10000,284.04,289.95,288.08,291.97,1018,,,66,3.09,170,,,,,,20,801,Clouds,few clouds,02d
1636574400,2021-11-10 20:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,290.13,10000,283.97,289.63,287.94,291.11,1017,,,67,2.57,150,,,,,,75,803,Clouds,broken clouds,04d
1636578000,2021-11-10 21:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,289.38,,284.12,288.91,287.94,290.77,1016,,,71,3.13,118,4.47,,,,,100,804,Clouds,overcast clouds,04d
1636581600,2021-11-10 22:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,288.86,10000,283.83,288.37,286.83,290.21,1017,,,72,4.63,120,,,,,,90,804,Clouds,overcast clouds,04d
1636585200,2021-11-10 23:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,287.83,10000,283.45,287.31,285.92,289.12,1017,,,75,3.6,90,,,,,,90,804,Clouds,overcast clouds,04n
1636588800,2021-11-11 00:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,286.46,10000,282.9,285.91,284.74,287.99,1016,,,79,6.17,110,,,,,,40,802,Clouds,scattered clouds,03n
1636592400,2021-11-11 01:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,285.66,9656,282.49,285.08,284.18,286.9,1016,,,81,3.6,120,,,,,,1,721,Haze,haze,50n
1636596000,2021-11-11 02:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,285.22,8047,282.42,284.65,283.96,286.33,1016,,,83,3.6,130,,,,,,1,721,Haze,haze,50n
1636599600,2021-11-11 03:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,285.39,9656,282.59,284.84,283.64,286.34,1015,,,83,4.12,130,,,,,,1,721,Haze,haze,50n
1636603200,2021-11-11 04:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,285.02,,282.58,284.48,283.96,285.79,1013,,,85,2.24,122,4.47,,,,,90,804,Clouds,overcast clouds,04n
1636606800,2021-11-11 05:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,284.84,10000,282.23,284.26,282.92,286.11,1013,,,84,3.09,140,,,,,,1,800,Clear,sky is clear,01n
1636610400,2021-11-11 06:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,284.35,10000,281.92,283.75,283.08,285.23,1013,,,85,3.6,140,,,,,,1,800,Clear,sky is clear,01n
1636614000,2021-11-11 07:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,283.87,,281.8,283.27,282.52,284.68,1011,,,87,2.24,138,4.02,,,,,98,804,Clouds,overcast clouds,04n
1636617600,2021-11-11 08:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,284.1,,281.68,283.47,282.52,285.23,1011,,,85,1.79,142,4.47,,,,,100,804,Clouds,overcast clouds,04n
1636621200,2021-11-11 09:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,284.74,,281.59,284.07,283.08,285.79,1010,,,81,1.79,126,4.92,,,,,100,804,Clouds,overcast clouds,04n
1636624800,2021-11-11 10:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,284.9,,281.2,284.17,283.63,285.79,1009,,,78,1.79,145,4.02,,,,,100,804,Clouds,overcast clouds,04n
1636628400,2021-11-11 11:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,284.56,,280.87,283.79,283.19,285.79,1009,,,78,2.24,155,4.92,,,,,100,804,Clouds,overcast clouds,04n
1636632000,2021-11-11 12:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,284.94,,281.04,284.19,283.19,286.07,1008,,,77,2.68,178,6.26,,,,,100,804,Clouds,overcast clouds,04n
1636635600,2021-11-11 13:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,285.26,,281.16,284.51,283.48,285.79,1007,,,76,4.47,155,8.05,,,,,94,804,Clouds,overcast clouds,04d
1636639200,2021-11-11 14:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,286.64,,281.7,285.92,285.08,287.99,1007,,,72,3.58,130,7.6,,,,,95,804,Clouds,overcast clouds,04d
1636642800,2021-11-11 15:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,287.95,,282.75,287.34,286.83,288.55,1006,,,71,5.36,148,10.73,,,,,100,804,Clouds,overcast clouds,04d
1636646400,2021-11-11 16:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,289.14,10000,283.24,288.57,287.96,290.11,1005,,,68,9.26,180,15.43,,,,,20,801,Clouds,few clouds,02d
1636650000,2021-11-11 17:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,289.13,10000,283.23,288.56,285.68,291.11,1005,,,68,6.69,210,16.46,1.19,,,,90,501,Rain,moderate rain,10d
1636653600,2021-11-11 18:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,286.14,9656,284.37,285.82,284.96,287.11,1004,,,89,7.2,200,14.92,0.7,,,,90,500,Rain,light rain,10d
1636657200,2021-11-11 19:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,285.57,,284.14,285.24,285.21,286.32,1004,,,91,4.02,196,9.39,0.76,,,,100,500,Rain,light rain,10d
1636660800,2021-11-11 20:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,285.81,10000,284.05,285.46,282.96,287.11,1004,,,89,6.17,200,10.8,0.42,,,,90,500,Rain,light rain,10d
1636664400,2021-11-11 21:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,283.65,10000,281.92,283.08,281.83,286.08,1005,,,89,6.17,270,13.38,3.05,1.02,,,90,501,Rain,moderate rain,10d
1636668000,2021-11-11 22:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,282.86,,280.8,280.59,282.52,283.57,1006,,,87,4.47,294,9.83,0.54,,,,84,500,Rain,light rain,10d
1636671600,2021-11-11 23:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,282.23,10000,279.5,280.5,280.96,283.11,1007,,,83,3.09,260,,,,,,40,802,Clouds,scattered clouds,03n
1636675200,2021-11-12 00:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,281,10000,278.97,279.37,279.86,282.11,1007,,,87,2.57,230,,,,,,1,800,Clear,sky is clear,01n
1636678800,2021-11-12 01:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,281.15,,279.12,278.92,279.86,282.07,1008,,,87,3.58,250,8.94,,,,,1,800,Clear,sky is clear,01n
1636682400,2021-11-12 02:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,279.77,,277.76,278.62,277.94,281.08,1008,,,87,1.79,223,3.13,,,,,0,800,Clear,sky is clear,01n
1636686000,2021-11-12 03:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,279.16,,277.16,278.46,277.38,279.9,1009,,,87,1.34,194,2.68,,,,,26,802,Clouds,scattered clouds,03n
1636689600,2021-11-12 04:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,278.73,,276.9,277.97,277.96,280.21,1009,,,88,1.34,223,3.13,,,,,7,800,Clear,sky is clear,01n
1636693200,2021-11-12 05:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,279.01,,276.52,278.29,277.99,279.9,1010,,,84,1.34,217,3.58,,,,,2,800,Clear,sky is clear,01n
1636696800,2021-11-12 06:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,278.05,,276.07,278.05,276.83,279.08,1010,,,87,0.89,192,2.24,,,,,0,800,Clear,sky is clear,01n
1636700400,2021-11-12 07:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,277.48,,275.67,277.48,276.27,278.82,1010,,,88,0.45,210,2.24,,,,,0,800,Clear,sky is clear,01n
1636704000,2021-11-12 08:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,277.12,,275.16,277.12,275.77,278.26,1010,,,87,0.89,202,2.68,,,,,0,800,Clear,sky is clear,01n
1636707600,2021-11-12 09:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,276.95,10000,274.66,273.79,275.71,278.26,1010,,,85,3.6,190,,,,,,1,800,Clear,sky is clear,01n
1636711200,2021-11-12 10:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,276.75,,274.63,276.75,275.7,277.58,1009,,,86,0.89,202,2.68,,,,,0,800,Clear,sky is clear,01n
1636714800,2021-11-12 11:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,276.53,,274.25,276.53,275.15,277.12,1009,,,85,0.89,167,3.13,,,,,0,800,Clear,sky is clear,01n
1636718400,2021-11-12 12:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,276.27,,273.83,276.27,275.29,277.03,1009,,,84,0.89,204,3.58,,,,,0,800,Clear,sky is clear,01n
1636722000,2021-11-12 13:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,276.73,,274.12,275.71,275.7,277.44,1009,,,83,1.34,209,4.02,,,,,0,800,Clear,sky is clear,01d
1636725600,2021-11-12 14:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,278.83,,275.12,276.71,277.71,279.37,1008,,,77,2.68,218,7.6,,,,,1,800,Clear,sky is clear,01d
1636729200,2021-11-12 15:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,280.48,,275.38,276.91,278.96,281.04,1008,,,70,6.26,227,10.73,,,,,17,801,Clouds,few clouds,02d
1636732800,2021-11-12 16:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,281.35,10000,274.95,278.05,280.16,282.43,1009,,,64,6.17,240,12.35,,,,,1,800,Clear,sky is clear,01d
1636736400,2021-11-12 17:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,282.14,,275.03,278.62,281.27,283.08,1008,,,61,7.6,228,12.52,,,,,14,801,Clouds,few clouds,02d
1636740000,2021-11-12 18:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,282.27,10000,272.97,278.75,280.71,283.7,1008,,,52,7.72,250,13.38,,,,,90,804,Clouds,overcast clouds,04d
1636743600,2021-11-12 19:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,282.24,10000,272.47,279.01,280.71,283.26,1008,,,50,6.69,270,12.35,,,,,75,803,Clouds,broken clouds,04d
1636747200,2021-11-12 20:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,281.42,10000,272.04,277.65,279.96,282.63,1008,,,51,7.72,250,12.86,,,,,90,804,Clouds,overcast clouds,04d
1636750800,2021-11-12 21:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,280.5,10000,272.19,276.97,278.96,281.26,1009,,,55,6.17,270,9.77,,,,,90,804,Clouds,overcast clouds,04d
1636754400,2021-11-12 22:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,279.27,10000,272.61,275.21,277.96,280.7,1009,,,62,6.69,280,11.32,,,,,90,804,Clouds,overcast clouds,04d
1636758000,2021-11-12 23:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,278.02,10000,271.57,272.92,276.96,279.11,1010,,,62,8.75,290,14.4,,,,,90,804,Clouds,overcast clouds,04n
1636761600,2021-11-13 00:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,277.04,,271.49,272.92,275.68,278.08,1011,,,66,5.36,266,9.83,0.14,,,,99,500,Rain,light rain,10n
1636765200,2021-11-13 01:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.25,10000,272.73,271.37,274.76,276.88,1011,,,83,4.12,240,,0.2,,,,90,500,Rain,light rain,10n
